Date,Open,High,Low,Close,Volume,Adj Close
17/03/2015,2080.590088,2080.590088,2065.080078,2074.280029,3221840000,2074.280029
18/03/2015,2072.840088,2106.850098,2061.22998,2099.5,4128210000,2099.5
19/03/2015,2098.689941,2098.689941,2085.560059,2089.27002,3305220000,2089.27002
20/03/2015,2090.320068,2113.919922,2090.320068,2108.100098,5554120000,2108.100098
23/03/2015,2107.98999,2114.860107,2104.419922,2104.419922,3267960000,2104.419922
24/03/2015,2103.939941,2107.629883,2091.5,2091.5,3189820000,2091.5
25/03/2015,2093.100098,2097.429932,2061.050049,2061.050049,3521140000,2061.050049
26/03/2015,2059.939941,2067.149902,2045.5,2056.149902,3510670000,2056.149902
27/03/2015,2055.780029,2062.830078,2052.959961,2061.02002,3008550000,2061.02002
30/03/2015,2064.110107,2088.969971,2064.110107,2086.23999,2917690000,2086.23999
31/03/2015,2084.050049,2084.050049,2067.040039,2067.889893,3376550000,2067.889893
01/04/2015,2067.629883,2067.629883,2048.379883,2059.689941,3543270000,2059.689941
02/04/2015,2060.030029,2072.169922,2057.320068,2066.959961,3095960000,2066.959961
06/04/2015,2064.870117,2086.98999,2056.52002,2080.620117,3302970000,2080.620117
07/04/2015,2080.790039,2089.810059,2076.100098,2076.330078,3065510000,2076.330078
08/04/2015,2076.939941,2086.689941,2073.300049,2081.899902,3265330000,2081.899902
09/04/2015,2081.290039,2093.310059,2074.290039,2091.179932,3172360000,2091.179932
10/04/2015,2091.51001,2102.610107,2091.51001,2102.060059,536200000,2102.060059
13/04/2015,2102.030029,2107.649902,2092.330078,2092.429932,2908420000,2092.429932
14/04/2015,2092.280029,2098.620117,2083.23999,2095.840088,3301270000,2095.840088
15/04/2015,2097.820068,2111.909912,2097.820068,2106.629883,4013760000,2106.629883
16/04/2015,2105.959961,2111.300049,2100.02002,2104.98999,3434120000,2104.98999
17/04/2015,2102.580078,2102.580078,2072.370117,2081.179932,3627600000,2081.179932
20/04/2015,2084.110107,2103.939941,2084.110107,2100.399902,3000160000,2100.399902
21/04/2015,2102.820068,2109.639893,2094.379883,2097.290039,3243410000,2097.290039
22/04/2015,2098.27002,2109.97998,2091.050049,2107.959961,3348480000,2107.959961
23/04/2015,2107.209961,2120.48999,2103.189941,2112.929932,3636670000,2112.929932
24/04/2015,2112.800049,2120.919922,2112.800049,2117.689941,3375780000,2117.689941
27/04/2015,2119.290039,2125.919922,2107.040039,2108.919922,3438750000,2108.919922
28/04/2015,2108.350098,2116.040039,2094.889893,2114.76001,3546270000,2114.76001
29/04/2015,2112.48999,2113.649902,2097.409912,2106.850098,4074970000,2106.850098
30/04/2015,2105.52002,2105.52002,2077.590088,2085.51001,4509680000,2085.51001
01/05/2015,2087.379883,2108.409912,2087.379883,2108.290039,3379390000,2108.290039
04/05/2015,2110.22998,2120.949951,2110.22998,2114.48999,3091580000,2114.48999
05/05/2015,2112.629883,2115.23999,2088.459961,2089.459961,3793950000,2089.459961
06/05/2015,2091.26001,2098.419922,2067.929932,2080.149902,3792210000,2080.149902
07/05/2015,2079.959961,2092.899902,2074.98999,2088,3676640000,2088
08/05/2015,2092.129883,2117.659912,2092.129883,2116.100098,3399440000,2116.100098
11/05/2015,2115.560059,2117.689941,2104.580078,2105.330078,2992670000,2105.330078
12/05/2015,2102.870117,2105.060059,2085.570068,2099.120117,3139520000,2099.120117
13/05/2015,2099.620117,2110.189941,2096.040039,2098.47998,3374260000,2098.47998
14/05/2015,2100.429932,2121.449951,2100.429932,2121.100098,3225740000,2121.100098
15/05/2015,2122.070068,2123.889893,2116.810059,2122.72998,3092080000,2122.72998
18/05/2015,2121.300049,2131.780029,2120.01001,2129.199951,2888190000,2129.199951
19/05/2015,2129.449951,2133.02002,2124.5,2127.830078,3296030000,2127.830078
20/05/2015,2127.790039,2134.719971,2122.590088,2125.850098,3025880000,2125.850098
21/05/2015,2125.550049,2134.280029,2122.949951,2130.820068,3070460000,2130.820068
22/05/2015,2130.360107,2132.149902,2126.060059,2126.060059,2571860000,2126.060059
26/05/2015,2125.340088,2125.340088,2099.179932,2104.199951,3342130000,2104.199951
27/05/2015,2105.129883,2126.219971,2105.129883,2123.47998,3127960000,2123.47998
28/05/2015,2122.27002,2122.27002,2112.860107,2120.790039,2980350000,2120.790039
29/05/2015,2120.659912,2120.659912,2104.889893,2107.389893,3927390000,2107.389893
01/06/2015,2108.639893,2119.149902,2102.540039,2111.72998,3011710000,2111.72998
02/06/2015,2110.409912,2117.590088,2099.139893,2109.600098,3049350000,2109.600098
03/06/2015,2110.639893,2121.919922,2109.610107,2114.070068,3099980000,2114.070068
04/06/2015,2112.350098,2112.889893,2093.22998,2095.840088,3200050000,2095.840088
05/06/2015,2095.090088,2100.98999,2085.669922,2092.830078,3243690000,2092.830078
08/06/2015,2092.340088,2093.01001,2079.110107,2079.280029,2917150000,2079.280029
09/06/2015,2079.070068,2085.620117,2072.139893,2080.149902,3034580000,2080.149902
10/06/2015,2081.120117,2108.5,2081.120117,2105.199951,3414320000,2105.199951
11/06/2015,2106.23999,2115.02002,2106.23999,2108.860107,3128600000,2108.860107
12/06/2015,2107.429932,2107.429932,2091.330078,2094.110107,2719400000,2094.110107
15/06/2015,2091.340088,2091.340088,2072.48999,2084.429932,3061570000,2084.429932
16/06/2015,2084.26001,2097.399902,2082.100098,2096.290039,2919900000,2096.290039
17/06/2015,2097.399902,2106.790039,2088.860107,2100.439941,3222240000,2100.439941
18/06/2015,2101.580078,2126.649902,2101.580078,2121.23999,3520360000,2121.23999
19/06/2015,2121.060059,2121.639893,2109.449951,2109.98999,4449810000,2109.98999
22/06/2015,2112.5,2129.870117,2112.5,2122.850098,3030020000,2122.850098
23/06/2015,2123.159912,2128.030029,2119.889893,2124.199951,3091190000,2124.199951
24/06/2015,2123.649902,2125.100098,2108.580078,2108.580078,3102480000,2108.580078
25/06/2015,2109.959961,2116.040039,2101.780029,2102.310059,3214610000,2102.310059
26/06/2015,2102.620117,2108.919922,2095.379883,2101.48999,5025470000,2101.48999
29/06/2015,2098.629883,2098.629883,2056.639893,2057.639893,3678960000,2057.639893
30/06/2015,2061.189941,2074.280029,2056.320068,2063.110107,4078540000,2063.110107
01/07/2015,2067,2082.780029,2067,2077.419922,3727260000,2077.419922
02/07/2015,2078.030029,2085.060059,2071.02002,2076.780029,2996540000,2076.780029
06/07/2015,2073.949951,2078.610107,2058.399902,2068.76001,3486360000,2068.76001
07/07/2015,2069.52002,2083.73999,2044.02002,2081.340088,4458660000,2081.340088
08/07/2015,2077.659912,2077.659912,2044.660034,2046.680054,3608780000,2046.680054
09/07/2015,2049.72998,2074.280029,2049.72998,2051.310059,3446810000,2051.310059
10/07/2015,2052.73999,2081.310059,2052.73999,2076.620117,3065070000,2076.620117
13/07/2015,2080.030029,2100.669922,2080.030029,2099.600098,3096730000,2099.600098
14/07/2015,2099.719971,2111.97998,2098.179932,2108.949951,3002120000,2108.949951
15/07/2015,2109.01001,2114.139893,2102.48999,2107.399902,3261810000,2107.399902
16/07/2015,2110.550049,2124.419922,2110.550049,2124.290039,3227080000,2124.290039
17/07/2015,2126.800049,2128.909912,2119.879883,2126.639893,3362750000,2126.639893
20/07/2015,2126.850098,2132.820068,2123.659912,2128.280029,3245870000,2128.280029
21/07/2015,2127.550049,2128.48999,2115.399902,2119.209961,3343690000,2119.209961
22/07/2015,2118.209961,2118.51001,2110,2114.149902,3694070000,2114.149902
23/07/2015,2114.159912,2116.870117,2098.629883,2102.149902,3772810000,2102.149902
24/07/2015,2102.23999,2106.01001,2077.090088,2079.649902,3870040000,2079.649902
27/07/2015,2078.189941,2078.189941,2063.52002,2067.639893,3836750000,2067.639893
28/07/2015,2070.75,2095.600098,2069.090088,2093.25,4117740000,2093.25
29/07/2015,2094.699951,2110.600098,2094.080078,2108.570068,4038900000,2108.570068
30/07/2015,2106.780029,2110.47998,2094.969971,2108.629883,3579410000,2108.629883
31/07/2015,2111.600098,2114.23999,2102.070068,2103.840088,3681340000,2103.840088
03/08/2015,2104.48999,2105.699951,2087.310059,2098.040039,3476770000,2098.040039
04/08/2015,2097.679932,2102.51001,2088.600098,2093.320068,3546710000,2093.320068
05/08/2015,2095.27002,2112.659912,2095.27002,2099.840088,3968680000,2099.840088
06/08/2015,2100.75,2103.320068,2075.530029,2083.560059,4246570000,2083.560059
07/08/2015,2082.610107,2082.610107,2067.909912,2077.570068,3602320000,2077.570068
10/08/2015,2080.97998,2105.350098,2080.97998,2104.179932,3514460000,2104.179932
11/08/2015,2102.659912,2102.659912,2076.48999,2084.070068,3708880000,2084.070068
12/08/2015,2081.100098,2089.060059,2052.090088,2086.050049,4269130000,2086.050049
13/08/2015,2086.189941,2092.929932,2078.26001,2083.389893,3221300000,2083.389893
14/08/2015,2083.149902,2092.449951,2080.610107,2091.540039,2795590000,2091.540039
17/08/2015,2089.699951,2102.870117,2079.300049,2102.439941,2867690000,2102.439941
18/08/2015,2101.98999,2103.469971,2094.139893,2096.919922,2949990000,2096.919922
19/08/2015,2095.689941,2096.169922,2070.530029,2079.610107,3512920000,2079.610107
20/08/2015,2076.610107,2076.610107,2035.72998,2035.72998,3922470000,2035.72998
21/08/2015,2034.079956,2034.079956,1970.890015,1970.890015,5018240000,1970.890015
24/08/2015,1965.150024,1965.150024,1867.01001,1893.209961,6612690000,1893.209961
25/08/2015,1898.079956,1948.040039,1867.079956,1867.609985,5183560000,1867.609985
26/08/2015,1872.75,1943.089966,1872.75,1940.51001,5338250000,1940.51001
27/08/2015,1942.77002,1989.599976,1942.77002,1987.660034,5006390000,1987.660034
28/08/2015,1986.060059,1993.47998,1975.189941,1988.869995,3949080000,1988.869995
31/08/2015,1986.72998,1986.72998,1965.97998,1972.180054,3915100000,1972.180054
01/09/2015,1970.089966,1970.089966,1903.069946,1913.849976,4371850000,1913.849976
02/09/2015,1916.52002,1948.910034,1916.52002,1948.859985,3742620000,1948.859985
03/09/2015,1950.790039,1975.01001,1944.719971,1951.130005,3520700000,1951.130005
04/09/2015,1947.76001,1947.76001,1911.209961,1921.219971,3167090000,1921.219971
08/09/2015,1927.300049,1970.420044,1927.300049,1969.410034,3548650000,1969.410034
09/09/2015,1971.449951,1988.630005,1937.880005,1942.040039,3652120000,1942.040039
10/09/2015,1941.589966,1965.290039,1937.189941,1952.290039,3626320000,1952.290039
11/09/2015,1951.449951,1961.050049,1939.189941,1961.050049,3218590000,1961.050049
14/09/2015,1963.060059,1963.060059,1948.27002,1953.030029,3000200000,1953.030029
15/09/2015,1955.099976,1983.189941,1954.300049,1978.089966,3239860000,1978.089966
16/09/2015,1978.02002,1997.26001,1977.930054,1995.310059,3630680000,1995.310059
17/09/2015,1995.329956,2020.859985,1986.72998,1990.199951,4183790000,1990.199951
18/09/2015,1989.660034,1989.660034,1953.449951,1958.030029,6021240000,1958.030029
21/09/2015,1960.839966,1979.640015,1955.800049,1966.969971,3269350000,1966.969971
22/09/2015,1961.390015,1961.390015,1929.219971,1942.73999,3808260000,1942.73999
23/09/2015,1943.23999,1949.52002,1932.569946,1938.76001,3190530000,1938.76001
24/09/2015,1934.810059,1937.170044,1908.920044,1932.23999,4091530000,1932.23999
25/09/2015,1935.930054,1952.890015,1921.5,1931.339966,3721870000,1931.339966
28/09/2015,1929.180054,1929.180054,1879.209961,1881.77002,4326660000,1881.77002
29/09/2015,1881.900024,1899.47998,1871.910034,1884.089966,4132390000,1884.089966
30/09/2015,1887.140015,1920.530029,1887.140015,1920.030029,4525070000,1920.030029
01/10/2015,1919.650024,1927.209961,1900.699951,1923.819946,3983600000,1923.819946
02/10/2015,1921.77002,1951.359985,1893.699951,1951.359985,4378570000,1951.359985
05/10/2015,1954.329956,1989.170044,1954.329956,1987.050049,4334490000,1987.050049
06/10/2015,1986.630005,1991.619995,1971.98999,1979.920044,4202400000,1979.920044
07/10/2015,1982.339966,1999.310059,1976.439941,1995.829956,4666470000,1995.829956
08/10/2015,1994.01001,2016.5,1987.530029,2013.430054,3939140000,2013.430054
09/10/2015,2013.72998,2020.130005,2007.609985,2014.890015,3706900000,2014.890015
12/10/2015,2015.650024,2018.660034,2010.550049,2017.459961,2893250000,2017.459961
13/10/2015,2015,2022.339966,2001.780029,2003.689941,3401920000,2003.689941
14/10/2015,2003.660034,2009.560059,1990.72998,1994.23999,3644590000,1994.23999
15/10/2015,1996.469971,2024.150024,1996.469971,2023.859985,3746290000,2023.859985
16/10/2015,2024.369995,2033.540039,2020.459961,2033.109985,3595430000,2033.109985
19/10/2015,2031.72998,2034.449951,2022.310059,2033.660034,3287320000,2033.660034
20/10/2015,2033.130005,2039.119995,2026.609985,2030.77002,3331500000,2030.77002
21/10/2015,2033.469971,2037.969971,2017.219971,2018.939941,3627790000,2018.939941
22/10/2015,2021.880005,2055.199951,2021.880005,2052.51001,4430850000,2052.51001
23/10/2015,2058.189941,2079.73999,2058.189941,2075.149902,4108460000,2075.149902
26/10/2015,2075.080078,2075.139893,2066.530029,2071.179932,3385800000,2071.179932
27/10/2015,2068.75,2070.370117,2058.840088,2065.889893,4216880000,2065.889893
28/10/2015,2066.47998,2090.350098,2063.110107,2090.350098,4698110000,2090.350098
29/10/2015,2088.350098,2092.52002,2082.629883,2089.409912,4008940000,2089.409912
30/10/2015,2090,2094.320068,2079.340088,2079.360107,4256200000,2079.360107
02/11/2015,2080.76001,2106.199951,2080.76001,2104.050049,3760020000,2104.050049
03/11/2015,2102.629883,2116.47998,2097.51001,2109.790039,4272060000,2109.790039
04/11/2015,2110.600098,2114.590088,2096.97998,2102.310059,4078870000,2102.310059
05/11/2015,2101.679932,2108.780029,2090.409912,2099.929932,4051890000,2099.929932
06/11/2015,2098.600098,2101.909912,2083.73999,2099.199951,4369020000,2099.199951
09/11/2015,2096.560059,2096.560059,2068.23999,2078.580078,3882350000,2078.580078
10/11/2015,2077.189941,2083.669922,2069.909912,2081.719971,3821440000,2081.719971
11/11/2015,2083.409912,2086.939941,2074.850098,2075,3692410000,2075
12/11/2015,2072.290039,2072.290039,2045.660034,2045.969971,4016370000,2045.969971
13/11/2015,2044.640015,2044.640015,2022.02002,2023.040039,4278750000,2023.040039
16/11/2015,2022.079956,2053.219971,2019.390015,2053.189941,3741240000,2053.189941
17/11/2015,2053.669922,2066.689941,2045.900024,2050.439941,4427350000,2050.439941
18/11/2015,2051.98999,2085.310059,2051.98999,2083.580078,3926390000,2083.580078
19/11/2015,2083.699951,2086.73999,2078.76001,2081.23999,3628110000,2081.23999
20/11/2015,2082.820068,2097.060059,2082.820068,2089.169922,3929600000,2089.169922
23/11/2015,2089.409912,2095.610107,2081.389893,2086.590088,3587980000,2086.590088
24/11/2015,2084.419922,2094.120117,2070.290039,2089.139893,3884930000,2089.139893
25/11/2015,2089.300049,2093,2086.300049,2088.870117,2852940000,2088.870117
27/11/2015,2088.820068,2093.290039,2084.129883,2090.110107,1466840000,2090.110107
30/11/2015,2090.949951,2093.810059,2080.409912,2080.409912,4245030000,2080.409912
01/12/2015,2082.929932,2103.370117,2082.929932,2102.629883,3712120000,2102.629883
02/12/2015,2101.709961,2104.27002,2077.110107,2079.51001,3950640000,2079.51001
03/12/2015,2080.709961,2085,2042.349976,2049.620117,4306490000,2049.620117
04/12/2015,2051.23999,2093.840088,2051.23999,2091.689941,4214910000,2091.689941
07/12/2015,2090.419922,2090.419922,2066.780029,2077.070068,4043820000,2077.070068
08/12/2015,2073.389893,2073.850098,2052.320068,2063.590088,4173570000,2063.590088
09/12/2015,2061.169922,2080.330078,2036.530029,2047.619995,4385250000,2047.619995
10/12/2015,2047.930054,2067.649902,2045.670044,2052.22998,3715150000,2052.22998
11/12/2015,2047.27002,2047.27002,2008.800049,2012.369995,4301060000,2012.369995
14/12/2015,2013.369995,2022.920044,1993.26001,2021.939941,4612440000,2021.939941
15/12/2015,2025.550049,2053.870117,2025.550049,2043.410034,4353540000,2043.410034
16/12/2015,2046.5,2076.719971,2042.430054,2073.070068,4635450000,2073.070068
17/12/2015,2073.76001,2076.370117,2041.660034,2041.890015,4327390000,2041.890015
18/12/2015,2040.810059,2040.810059,2005.329956,2005.550049,6683070000,2005.550049
21/12/2015,2010.27002,2022.900024,2005.930054,2021.150024,3760280000,2021.150024
22/12/2015,2023.150024,2042.73999,2020.48999,2038.969971,3520860000,2038.969971
23/12/2015,2042.199951,2064.72998,2042.199951,2064.290039,3484090000,2064.290039
24/12/2015,2063.52002,2067.360107,2058.72998,2060.98999,1411860000,2060.98999
28/12/2015,2057.77002,2057.77002,2044.199951,2056.5,2492510000,2056.5
29/12/2015,2060.540039,2081.560059,2060.540039,2078.360107,2542000000,2078.360107
30/12/2015,2077.340088,2077.340088,2061.969971,2063.360107,2367430000,2063.360107
31/12/2015,2060.590088,2062.540039,2043.619995,2043.939941,2655330000,2043.939941
